,,,,,,,,,,,,,,,,,,,,,,,,Target Impact Time,,,
Nominal at Jettison,11432.37109,54:12.0,1.083601308,70.60662251,1848.104988,1.63454762,-100.47039,,,125.9115927,97.68798614,,109.9049875,-102.0516923,167.8364163,169.4743096,0.007112456,1.629712266,1850.254649,7141.756028,-1.324898869,-2.649797737,,11467.38472,14:00.0,,
,Simulation Input Parameters,,,,,,,,,First Orbit Behavior,,,Other initial parameters (resulting from the Simulation input parameters),,,,,,,,,,,Simulated Impact Time and Location ,,,
Set,A1ModJulian,UTCGregorian,Latitude,Longitude,RMAG,VMAG,AZI,HFPA,,Apolune,Perilune,,Luna.Altitude,MoonInertial.AZI,MoonInertial.INC,LunaFixed.INC,Luna.ECC,MoonInertial.VMAG,Luna.SMA,Luna.OrbitPeriod,Luna.Energy,Luna.C3Energy,, MJD, Greg UTC,Longitude, Latitude
100,11432.37109,54:12.0,1.14100389,70.0862681,1848.296949,1.633533555,-101.1388144,0.438561175,,124.3519667,95.49355451,,110.096949,-102.6971162,167.202268,168.8036331,0.007677008,1.628708659,1848.357931,7130.777197,-1.326258432,-2.652516863,,11467.40891,48:49.4,102.3066,10.6777
101,11432.37109,54:12.0,1.165750068,70.79718085,1848.436541,1.633304926,-99.80749677,0.435505588,,123.9755458,95.24973685,,110.236541,-101.3959037,168.4977279,170.1241372,0.007626133,1.628458757,1848.069955,7129.110787,-1.326465096,-2.652930193,,11467.39884,34:19.7,111.7537,9.2023
102,11432.37109,54:12.0,1.115850789,70.91585775,1845.959158,1.63509527,-100.9955085,0.41694987,,122.5692117,95.00097737,,107.759158,-102.5930659,167.305117,168.9487102,0.007331044,1.630274047,1847.231743,7124.261107,-1.327067002,-2.654134004,,11467.37699,02:51.6,102.3026,10.6074
103,11432.37109,54:12.0,1.17649855,70.04985866,1847.999493,1.633892637,-100.4746246,0.418054108,,123.9032637,96.30882153,,109.799493,-102.0291665,167.8689749,169.4602441,0.007324188,1.629057787,1848.555466,7131.920331,-1.326116709,-2.652233418,,11467.41408,56:16.8,104.2874,9.9977
104,11432.37109,54:12.0,1.16182039,71.12263094,1846.63247,1.634621887,-100.9365881,0.412429148,,122.6625777,95.44198736,,108.43247,-102.5438103,167.3603577,169.0026207,0.007234732,1.629798011,1847.499667,7125.811128,-1.326874551,-2.653749102,,11467.38459,13:48.5,102.3229,10.548
105,11432.37109,54:12.0,1.15983754,70.18869045,1846.094919,1.63499446,-100.0848187,0.401445587,,122.0864764,95.47945846,,107.894919,-101.6448377,168.248147,169.8493906,0.007054633,1.630158539,1847.241509,7124.317603,-1.327059986,-2.654119973,,11467.37676,02:32.2,104.4413,9.686
